,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
123,A,2014-03-07 09:16:13,2014-03-04,ETN,Gross Thomas,See Remarks below.,S - Sale,$73.32,"-7,769","62,448",-11%,"-$569,607",+1,-4,0,-7
124,D,2014-03-06 13:26:13,2014-03-04,ETN,Cutler Alexander M,See Remarks below.,S - Sale+OE,$74.32,"-199,535","591,275",-25%,"-$14,829,441",+2,0,+4,-4
125,,2014-03-06 13:25:39,2014-03-04,ETN,Gross Thomas,See Remarks below.,S - Sale,$74.43,"-21,667","74,794",-22%,"-$1,612,675",+2,0,+4,-4
126,,2013-12-11 12:11:00,2013-12-09,ETN,Moran Thomas E.,"SVP, Secretary",S - Sale,$72.28,"-2,800","11,419",-20%,"-$202,395",-2,+2,+6,+5
127,D,2013-11-25 16:34:26,2013-11-21,ETN,McGuire Mark M,See Remarks below.,S - Sale+OE,$72.21,"-38,458","38,275",-50%,"-$2,777,241",0,-1,+4,+3
128,D,2013-11-25 16:33:16,2013-11-21,ETN,Fearon Richard H,See Remarks below.,S - Sale+OE,$72.28,"-57,086","277,312",-17%,"-$4,126,450",0,-1,+4,+3
129,D,2013-11-25 16:30:47,2013-11-21,ETN,Arnold Craig,See Remarks below.,S - Sale+OE,$72.00,"-10,147","150,028",-6%,"-$730,584",0,-1,+4,+3
130,D,2013-11-21 14:20:49,2013-11-20,ETN,Arnold Craig,See Remarks below.,S - Sale+OE,$72.01,"-46,939","150,028",-24%,"-$3,380,068",+2,+3,+7,+5
131,,2013-09-11 11:21:46,2013-09-10,ETN,Lautenbach Ned C,Dir,S - Sale,$67.50,"-4,000","70,738",-5%,"-$270,003",0,+1,-3,+10
132,,2013-08-27 11:09:36,2013-08-26,ETN,Lautenbach Ned C,Dir,S - Sale,$66.48,"-4,000","74,738",-5%,"-$265,916",-3,-4,+7,+16
133,,2013-08-16 10:22:24,2013-08-14,ETN,Lautenbach Ned C,Dir,S - Sale,$66.88,"-4,000","78,738",-5%,"-$267,507",0,+3,+5,+12
134,D,2013-05-06 16:51:41,2013-05-03,ETN,Fearon Richard H,See Remarks below.,S - Sale+OE,$61.99,"-65,470","274,400",-19%,"-$4,058,485",+2,+5,+6,+15
135,D,2013-03-15 09:20:10,2013-03-13,ETN,Gross Thomas,See Remarks below.,S - Sale+OE,$63.34,"-64,086","66,297",-49%,"-$4,059,207",-1,-1,-9,+8
136,D,2013-03-12 15:43:51,2013-03-11,ETN,Arnold Craig,See Remarks below.,S - Sale+OE,$63.32,"-65,470","139,667",-32%,"-$4,145,560",-1,-2,-4,+7
137,,2013-03-06 16:27:26,2013-03-05,ETN,McGuire Mark M,See Remarks below.,S - Sale,$62.70,"-9,429","33,659",-22%,"-$591,198",0,+1,-4,+3
138,,2013-02-26 15:55:35,2013-02-25,ETN,Cutler Alexander M,See Remarks below.,S - Sale,$60.65,"-32,107","580,805",-5%,"-$1,947,296",0,+5,+4,+15
139,D,2013-02-22 16:52:34,2013-02-20,ETN,Cutler Alexander M,See Remarks below.,S - Sale+OE,$61.02,"-199,535","580,805",-26%,"-$12,176,344",-1,+4,+7,+12
140,D,2013-02-19 10:32:04,2013-02-15,ETN,Page Gregory R,Dir,S - Sale+OE,$60.09,"-3,894","32,278",-11%,"-$233,994",+1,-3,+2,+10
141,D,2013-02-19 10:30:50,2013-02-14,ETN,Rawot Billie K,See Remarks below.,S - Sale+OE,$61.12,"-32,306","123,766",-21%,"-$1,974,549",+1,-3,+2,+10
142,D,2013-02-19 10:29:28,2013-02-14,ETN,Gross Thomas,See Remarks below.,S - Sale+OE,$61.11,"-56,000","56,662",-50%,"-$3,422,160",+1,-3,+2,+10
143,D,2012-12-12 17:11:10,2012-12-11,ETN,Lautenbach Ned C,Dir,S - Sale+OE,$52.57,"-27,560","82,738",-25%,"-$1,448,933",-1,+4,+7,+26
144,,2012-12-11 13:09:11,2012-12-10,ETN,Fearon Richard H,"VC, CFO, Planning Officer",S - Sale,$52.27,"-20,000","265,069",-7%,"-$1,045,400",0,0,+7,+23
