,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
279,,2009-01-12 14:37:48,2009-01-08,GPS,Fisher John J,10%,S - Sale,$12.87,"-24,751","26,114,965",0%,"-$318,639",-7,-7,-11,+19
280,,2008-11-07 20:49:13,2008-11-06,GPS,Fisher William Sydney,10%,S - Sale,$16.99,"-61,862","19,116,304",0%,"-$1,051,035",-1,-4,+11,+30
281,,2008-11-07 20:48:22,2008-11-06,GPS,Fisher John J,10%,S - Sale,$16.99,"-88,448","26,144,504",0%,"-$1,502,732",-1,-4,+11,+30
282,,2008-10-08 16:16:53,2008-10-06,GPS,Fisher William Sydney,10%,S - Sale,$18.11,"-75,220","19,178,166",0%,"-$1,362,234",-10,-6,-16,-5
283,,2008-10-08 16:16:31,2008-10-06,GPS,Fisher John J,10%,S - Sale,$18.11,"-107,546","26,232,952",0%,"-$1,947,658",-10,-6,-16,-5
284,,2008-09-22 18:36:06,2008-09-19,GPS,Fisher John J,10%,S - Sale,$19.58,"-283,022","26,340,498",-1%,"-$5,541,571",-3,-2,-27,-31
285,,2008-09-17 19:57:31,2008-09-16,GPS,Fisher John J,10%,S - Sale,$19.55,"-728,178","26,623,520",-3%,"-$14,235,880",+1,-1,-28,-30
286,M,2008-09-11 19:54:23,2008-09-10,GPS,Fisher Doris F,Dir,S - Sale,$19.45,"-2,000,000","45,889,390",-4%,"-$38,903,696",-2,-7,-30,-43
287,M,2008-09-11 19:53:17,2008-09-10,GPS,Fisher Donald G,Founder,S - Sale,$19.45,"-2,000,000","45,889,390",-4%,"-$38,903,696",-2,-7,-30,-43
288,,2008-09-11 12:41:31,2008-09-09,GPS,Sage Gavin Eva,"EVP, HR",S - Sale,$19.82,"-2,393",0,-100%,"-$47,428",+3,-4,-28,-40
289,M,2008-09-09 18:21:56,2008-09-08,GPS,Fisher John J,10%,S - Sale,$19.77,"-2,000,000","27,351,698",-7%,"-$39,540,000",0,-1,-20,-44
290,M,2008-08-29 14:27:53,2008-08-27,GPS,Fisher William Sydney,10%,S - Sale,$19.25,"-1,100,904","19,253,386",-5%,"-$21,190,629",0,-1,-10,-46
291,M,2008-08-29 14:27:33,2008-08-27,GPS,Fisher Doris F,Dir,S - Sale,$19.25,"-1,051,796","47,889,390",-2%,"-$20,250,582",0,-1,-10,-46
292,M,2008-08-29 14:27:04,2008-08-27,GPS,Fisher Donald G,Founder,S - Sale,$19.25,"-1,051,796","47,889,390",-2%,"-$20,250,582",0,-1,-10,-46
293,M,2008-08-29 14:23:32,2008-08-27,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$19.21,"-1,047,350","21,646,624",-5%,"-$20,123,137",0,-1,-10,-46
294,M,2008-08-27 19:18:36,2008-08-25,GPS,Fisher William Sydney,10%,S - Sale,$19.36,"-951,096","20,354,290",-4%,"-$18,412,913",+2,+4,-5,-40
295,M,2008-08-27 19:17:02,2008-08-25,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$19.35,"-952,650","22,693,974",-4%,"-$18,436,562",+2,+4,-5,-40
296,M,2008-08-27 19:15:25,2008-08-25,GPS,Fisher Doris F,Dir,S - Sale,$19.36,"-948,204","48,941,186",-2%,"-$18,354,031",+2,+4,-5,-40
297,M,2008-08-27 19:13:31,2008-08-25,GPS,Fisher Donald G,Founder,S - Sale,$19.36,"-948,204","48,941,186",-2%,"-$18,354,031",+2,+4,-5,-40
298,,2008-07-03 15:49:29,2008-07-01,GPS,Fisher John J,10%,S - Sale,$17.30,"-499,357","29,351,698",-2%,"-$8,638,876",-1,-4,-2,-19
299,,2008-07-03 15:47:56,2008-07-01,GPS,Fisher William Sydney,10%,S - Sale,$17.30,"-349,263","21,305,386",-2%,"-$6,042,250",-1,-4,-2,-19
300,,2008-06-02 20:50:31,2008-05-30,GPS,Fisher William Sydney,10%,S - Sale,$18.52,"-63,142","21,654,649",0%,"-$1,169,390",0,-5,-8,-28
301,,2008-06-02 20:49:56,2008-05-30,GPS,Fisher John J,10%,S - Sale,$18.52,"-90,277","29,851,055",0%,"-$1,671,930",0,-5,-8,-28
302,,2008-05-06 16:23:26,2008-05-02,GPS,Fisher William Sydney,10%,S - Sale,$18.79,"-226,192","21,717,791",-1%,"-$4,250,148",-2,-1,-4,-30
